,Dissolved Oxygen,Salinity,Temperature,pH,Turbidity,Dissolved Organic Matter,Suspended Matter,Nitrate,Phosphate,Chlorophyll
0,7.645516666666669,0.10249334573745728,20.795410625000045,7.00077512327245,-0.32156074047088623,0.5052546702199691,0.5787796416849202,-3.1098324589609074,0.0028623715452113906,-0.002862371504306793
1,8.272600000000002,0.1149674654006958,20.85209279000003,6.991998957247133,-0.32117384672164917,0.5203272506177768,0.5812417191271416,-3.113578680203046,0.07418116931279492,-0.07418116927146912
2,5.1297,0.08520814776420593,20.826077859999998,6.736982857142857,-0.3270316421985626,0.5063361153354035,0.5633378533606574,-3.0578081091930955,0.004929143561306205,-0.0049291434697806835
3,-1.1733499999999957,0.11486869305372238,20.800110402500025,6.755765006385697,-0.2926654815673828,0.5071542220400919,0.582198015885691,-3.416870346160405,0.058549281430349674,-0.05854928120970726
4,3.5707000000000004,0.09375,20.877076888571423,7.930263021857617,-0.1139240488409996,0.5040014315016622,0.5642395434693624,-8.777777777777779,-0.026876737720111215,0.02687673829495907
5,6.219000000000003,0.11360184848308563,20.837525514285744,6.788415908191531,-0.32265108823776245,0.5055714656750817,0.5627305796178308,-3.0993232534151804,0.012952330084123382,-0.012952330522239208
6,1.6753500000000017,0.08534621447324753,20.842978070000015,6.734157342657343,-0.3220789134502411,0.505324601760479,0.5670559978739206,-3.1048292108362783,0.021080342019876387,-0.021080341190099716
7,6.388500000000002,0.08926845341920853,20.767639212500058,6.751858271108559,-0.3269658386707306,0.5057448078418537,0.5652014150859758,-3.0584234585795516,0.013615899857252615,-0.013615899719297886
8,6.122800000000002,0.12642431259155273,20.806091937500014,6.740693468795357,-0.28666695952415466,0.5165302897323787,0.5645772841257874,-3.4883683619444894,0.06572967908175216,-0.06572967767715454
9,0.4861500000000003,0.09939759224653244,20.863343772500002,7.8502645571261835,-0.10815838724374771,0.5170877345494613,0.5874797952643593,-9.245700245700249,-0.028794675155549086,0.028794676065444946
10,1.8833333333333329,0.12616339325904846,20.821045775000016,7.013933407994487,-0.32097628712654114,0.520127967871466,0.5855255380129681,-3.115494932755434,0.0040841022538194265,-0.004084102343767881
11,2.280471666666667,0.12651163339614868,20.90606902249999,7.007432676142443,-0.3163917660713196,0.5079592111252156,0.5742375211459062,-3.1606385030864197,0.016330265054896324,-0.016330264508724213
12,4.1880500000000005,0.07831107825040817,20.848902638000027,6.785147117694155,-0.3211558163166046,0.506484764470181,0.5724497354886279,-3.1137533709242464,0.019148936170212766,-0.0191489364951849
13,4.990649999999999,0.0878186970949173,20.806519190000017,6.993522286821706,-0.31515660881996155,0.5110664934534489,0.571477141061329,-3.1730256291313927,0.016646690637901154,-0.016646690666675568
14,3.8733833333333365,0.09351806342601776,21.50123175500005,7.0040235200000005,-0.30430054664611816,0.513789877518871,0.5768195632017824,-3.2862246506251966,0.030387220003472847,-0.03038722090423107
15,7.342383333333336,0.13241355121135712,20.761230425000008,7.009606102635229,-0.32995909452438354,0.49500675053940424,0.5566979537413379,-3.0306785859406746,0.05949383861136881,-0.059493839740753174
16,6.005610000000001,0.10674525052309036,20.89172554571428,6.966422955069125,-0.2993083596229553,0.5076649085762472,0.5595776740843379,-3.3410358565737055,0.06112866817155758,-0.06112866848707199
17,3.889166666666668,0.1318003386259079,20.841269060000002,6.890987788018434,-0.32750454545021057,0.5051715072113738,0.5590537249513,-3.053392818593941,0.0053422498943080125,-0.005342249758541584
18,2.416499999999999,0.09321907162666321,20.83215433999999,6.865202769334685,-0.35130012035369873,0.5047504017429217,0.5599840485753215,-2.8465690053970705,-0.0029331062541394595,0.0029331061523407698
19,5.640000000000001,0.20000000298023224,22.465588120000007,7.147761732851986,-0.23574155569076538,0.4937740774163854,0.5592398674254242,-4.2419335775913005,0.003255184521414696,-0.003255184506997466
20,1.3865250000000007,0.2209143191576004,21.08067287749998,7.3513116496598645,-0.22595596313476562,0.4891485591267705,0.5577489888749119,-4.425641025641026,0.004889056036103798,-0.004889056086540222
21,4.132241666666667,0.09909293055534363,20.82403654250004,7.052458112407211,-0.32863372564315796,0.49671105329748055,0.5579476907507459,-3.042901290674423,0.05398126934362315,-0.053981270641088486
22,4.7928094444444485,0.0662471204996109,20.850383780000016,6.842469075747047,-0.3236525356769562,0.49452519206195733,0.5572871119296965,-3.089733225545675,0.05347422350304196,-0.05347422510385513
23,6.637616666666668,0.1187189370393753,20.847725319999995,6.796186833565137,-0.3209836781024933,0.4939529648640501,0.5560721520378821,-3.1154231132210373,0.061308234213811263,-0.06130823493003845
24,5.160780000000002,0.09396585077047348,21.15829041500001,6.876438891577929,-0.32290399074554443,0.5087527535785765,0.5645389765655631,-3.0968958150056554,-0.0034343736001194477,0.0034343735314905643
25,3.718758333333332,0.10289501398801804,21.435434869999995,7.001072187614511,-0.32082271575927734,0.5027869084657192,0.5574877481307082,-3.1169862793869854,0.004297073253256694,-0.0042970734648406506
